name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label
7XE6Vt7N,66.0,healthy,86600.0,married,practical,badminton,28401.0,rural,response
R3RVWXlB,16.0,active,17457.0,single,practical,badminton,134859.0,urban,no response
lwjcOw4e,48.0,active,55192.0,single,practical,athletics,105164.0,rural,no response
z0wuslbk,38.0,active,75056.0,single,expensive,soccer,127072.0,urban,response
NlWRhAN3,37.0,cozily,26222.0,single,practical,athletics,131867.0,urban,response
G2tXm4Gc,43.0,cozily,14164.0,single,expensive,athletics,107128.0,rural,no response
4mfwyLdX,39.0,cozily,38410.0,married,expensive,soccer,104242.0,rural,no response
7WLCNzVb,29.0,cozily,55777.0,married,practical,badminton,92423.0,rural,no response
xnwrRt8U,16.0,active,73337.0,married,expensive,,89388.0,urban,no response
qpXfS15a,30.0,healthy,40572.0,married,practical,athletics,78519.0,urban,no response
Lhr7zMX8,67.0,cozily,19757.0,married,practical,,89459.0,urban,response
0zZ1f2kb,17.0,cozily,10081.0,married,practical,soccer,73763.0,urban,response
b7506HmY,68.0,active,44992.0,single,practical,badminton,76114.0,urban,response
OFsaXXns,29.0,cozily,13683.0,married,practical,soccer,22669.0,urban,response
LMuHHEQq,24.0,cozily,60242.0,married,practical,,28396.0,urban,no response
i8yWK9ql,66.0,active,95275.0,single,expensive,soccer,56257.0,urban,response
S4UGWUdY,53.0,healthy,35717.0,single,practical,soccer,107021.0,urban,no response
WQ89VW6H,39.0,healthy,85799.0,single,practical,badminton,140235.0,urban,response
LJGZmcm8,24.0,healthy,84708.0,married,practical,,58050.0,rural,no response
7jl5yYEN,21.0,active,96214.0,married,expensive,soccer,148246.0,rural,response
5qVv2IX6,63.0,active,58591.0,married,practical,,38634.0,urban,no response
fG6o7WQb,47.0,active,37279.0,married,practical,badminton,104383.0,rural,no response
WlxvmzFY,26.0,active,21370.0,married,practical,athletics,26930.0,urban,no response
CnZEycUw,57.0,healthy,44480.0,married,practical,badminton,68911.0,rural,response
rdxYntjT,64.0,cozily,74934.0,single,expensive,badminton,63444.0,rural,response
KD5rZM6q,48.0,healthy,80472.0,married,expensive,soccer,54051.0,urban,no response
I2tXEtCd,57.0,healthy,61351.0,single,practical,soccer,104131.0,rural,response
yDeChA07,46.0,healthy,84977.0,married,practical,soccer,28006.0,urban,no response
7IZ0flhW,44.0,active,72096.0,single,expensive,badminton,67780.0,urban,no response
xsbtaNB3,18.0,active,51351.0,married,practical,,37873.0,rural,no response
MHxzaHbQ,61.0,healthy,97897.0,married,expensive,soccer,97258.0,rural,no response
uzV9uXl7,52.0,healthy,62070.0,married,expensive,soccer,97038.0,urban,no response
tshHShGB,29.0,active,26766.0,single,expensive,,43207.0,urban,no response
onbedQH5,17.0,cozily,66579.0,married,expensive,badminton,119944.0,urban,no response
DtUX7nm2,46.0,cozily,86110.0,single,expensive,soccer,33692.0,rural,no response
26S8XGsA,49.0,active,41765.0,single,practical,,50246.0,urban,no response
EgNjL8Nk,15.0,cozily,38542.0,single,expensive,soccer,126719.0,rural,no response
vyF3Pfua,59.0,healthy,62564.0,single,expensive,athletics,63307.0,urban,response
SSu130IP,44.0,cozily,41071.0,single,expensive,athletics,98739.0,urban,no response
Zt8yKI6N,56.0,healthy,60953.0,single,expensive,athletics,107573.0,urban,no response
7vddKXjG,20.0,active,76604.0,married,expensive,athletics,120543.0,urban,no response
1FNa5mXS,66.0,healthy,47092.0,single,practical,athletics,99283.0,rural,response
3O5Fizij,64.0,cozily,62631.0,single,practical,badminton,93207.0,urban,response
jYTQV34T,55.0,cozily,51165.0,single,expensive,athletics,73072.0,urban,no response
wa5LucNk,62.0,healthy,62646.0,single,expensive,,28943.0,urban,response
pzzfyEep,63.0,active,65084.0,single,expensive,,70073.0,rural,response
pVRX9uUD,68.0,cozily,98394.0,single,expensive,athletics,37715.0,rural,response
gsE3Uf8P,22.0,healthy,42171.0,single,practical,athletics,65100.0,urban,no response
7S8w06d0,26.0,healthy,22718.0,married,expensive,athletics,123603.0,urban,no response
9AoY2qyF,42.0,active,59930.0,married,practical,,34003.0,urban,response
HffvLnEF,40.0,healthy,55999.0,single,expensive,badminton,35612.0,urban,no response
fAR5A0S7,69.0,healthy,63206.0,married,expensive,soccer,110382.0,urban,response
guUgbSGb,46.0,cozily,88355.0,single,practical,badminton,29627.0,rural,no response
9EvxXvWy,55.0,cozily,47397.0,married,expensive,badminton,29655.0,rural,no response
TeIgV4fz,31.0,cozily,41284.0,single,expensive,soccer,50279.0,urban,no response
vNM4NdBu,26.0,cozily,88099.0,single,expensive,soccer,142591.0,rural,response
qafTtYL1,42.0,active,19055.0,married,practical,badminton,37797.0,rural,no response
0kxCSm2v,44.0,active,93050.0,married,expensive,,121436.0,urban,no response
LZyGrUae,68.0,active,81000.0,single,expensive,soccer,95218.0,urban,response
c7uuV1j1,63.0,cozily,11123.0,single,expensive,soccer,136139.0,rural,response
Le0ANzV4,47.0,healthy,75948.0,single,practical,soccer,148628.0,urban,response
eyeAZNQG,25.0,healthy,34355.0,married,expensive,soccer,148792.0,rural,response
hMnpKeF3,21.0,healthy,16132.0,single,practical,badminton,145215.0,urban,response
2wATQLI1,24.0,healthy,59590.0,married,expensive,athletics,47160.0,urban,no response
kCU6tkvp,65.0,healthy,43135.0,married,expensive,athletics,135971.0,urban,response
gEI35fa9,66.0,active,91417.0,married,expensive,badminton,45292.0,urban,response
LqZHFkvk,65.0,active,34398.0,married,expensive,athletics,145836.0,urban,no response
NXXQQlv3,56.0,active,83796.0,single,expensive,,144743.0,urban,response
6HmWahxg,16.0,cozily,60534.0,single,practical,soccer,40153.0,rural,no response
rNZtGfJL,55.0,healthy,95048.0,married,expensive,badminton,31729.0,urban,no response
re4Kmths,30.0,active,21286.0,single,expensive,badminton,129626.0,urban,no response
MT2D1oUW,61.0,active,99930.0,married,practical,badminton,44911.0,rural,response
tjcAJr0x,55.0,cozily,65588.0,single,expensive,soccer,60259.0,rural,no response
cEUUXClR,36.0,healthy,13568.0,married,practical,soccer,77279.0,urban,no response
ftfRfvll,68.0,healthy,31661.0,married,practical,soccer,115288.0,urban,response
S1g85UBo,41.0,cozily,39604.0,married,practical,soccer,147609.0,rural,response
Dj8fsXad,41.0,cozily,79781.0,single,practical,soccer,61949.0,rural,no response
utZXWhSX,17.0,cozily,53771.0,married,expensive,badminton,99544.0,rural,no response
SpFD25qm,29.0,healthy,73721.0,married,practical,,85099.0,urban,no response
2KMOw6yK,56.0,healthy,11113.0,married,expensive,badminton,100478.0,urban,no response
ly78ujpk,61.0,healthy,20134.0,single,expensive,,101152.0,urban,response
OCZ3P8ix,66.0,cozily,40721.0,married,expensive,,101397.0,rural,response
cylb0Rlp,33.0,cozily,81348.0,married,expensive,soccer,36420.0,rural,no response
7XBg0OFZ,67.0,healthy,72696.0,single,practical,soccer,53812.0,urban,response
n4sbbElT,55.0,cozily,51938.0,married,practical,badminton,26801.0,rural,no response
jkRqYhLx,45.0,healthy,41105.0,single,expensive,athletics,47431.0,rural,response
i9wh4K0R,53.0,cozily,15250.0,single,expensive,,77921.0,urban,no response
1gRL9T5a,22.0,cozily,55145.0,married,expensive,badminton,101603.0,rural,no response
2MH85Lu4,68.0,healthy,88235.0,single,practical,athletics,26750.0,urban,response
A3szQiIv,44.0,cozily,39321.0,single,expensive,athletics,85672.0,rural,no response
vIqfEMPL,21.0,active,33134.0,married,practical,soccer,89107.0,rural,no response
A1Kelbxi,28.0,active,51538.0,married,expensive,soccer,34950.0,urban,no response
lu7TgL1L,52.0,cozily,52894.0,single,expensive,athletics,93850.0,urban,no response
s4f9NTFN,64.0,healthy,32142.0,married,expensive,badminton,91720.0,urban,response
hoU3dQw2,50.0,healthy,94882.0,single,expensive,athletics,54575.0,rural,no response
TwGhBWH0,63.0,healthy,35643.0,married,practical,soccer,108129.0,urban,response
3PIOWMg9,41.0,active,19851.0,married,practical,badminton,80862.0,urban,no response
nC8XxKYe,39.0,healthy,79073.0,married,practical,soccer,146810.0,urban,response
3wwu9VMr,42.0,healthy,94174.0,single,practical,badminton,62327.0,urban,no response
VcVZu9vz,54.0,cozily,89372.0,married,practical,athletics,112707.0,rural,no response
57LzEZwQ,61.0,healthy,83126.0,single,practical,soccer,120080.0,rural,response
T5iEShNe,65.0,cozily,35587.0,single,expensive,athletics,29913.0,urban,response
9Xg30f0V,62.0,active,99460.0,married,practical,,104686.0,urban,response
OM1HQvLy,16.0,active,10441.0,single,practical,soccer,55631.0,urban,response
2kBTnD9C,60.0,healthy,61211.0,married,practical,,22577.0,urban,response
7rQXTaG8,67.0,cozily,64287.0,single,practical,,71411.0,urban,response
CugNILbK,23.0,cozily,78705.0,single,expensive,badminton,104716.0,rural,no response
arp45gfQ,61.0,cozily,56326.0,single,expensive,soccer,140642.0,urban,response
XMPIBQPd,34.0,cozily,91123.0,single,practical,soccer,61292.0,urban,no response
oPRowWSf,56.0,cozily,97589.0,married,practical,,112339.0,urban,response
wGmr7c9u,22.0,active,38944.0,married,practical,badminton,72017.0,urban,no response
EYHvDdYq,23.0,cozily,33537.0,single,expensive,athletics,100683.0,rural,no response
ItQILxZ2,37.0,cozily,38808.0,single,practical,badminton,80361.0,rural,no response
Od0uL8DG,40.0,active,68236.0,married,practical,badminton,135311.0,rural,no response
WmHpLqFM,54.0,healthy,33025.0,single,expensive,soccer,30747.0,urban,no response
SqkwtPnm,45.0,cozily,36628.0,married,expensive,athletics,103564.0,rural,no response
36rVIb27,33.0,healthy,60841.0,single,expensive,soccer,101689.0,rural,no response
2lUoGgO6,66.0,active,86920.0,single,expensive,soccer,43509.0,urban,response
SxpRgprr,27.0,healthy,12946.0,single,practical,badminton,32538.0,urban,response
863YsoUR,44.0,cozily,25143.0,single,expensive,soccer,39608.0,urban,response
xyUU0zuC,17.0,healthy,57315.0,married,expensive,badminton,136513.0,urban,no response
9fEx84w7,59.0,cozily,24744.0,single,practical,,122151.0,urban,response
CMVst8xb,16.0,active,62018.0,single,expensive,soccer,26626.0,rural,no response
rcnDA22f,44.0,active,46357.0,married,practical,athletics,59882.0,urban,no response
VwokG4SK,25.0,healthy,60987.0,married,expensive,badminton,40636.0,rural,no response
ZaoqN4JB,26.0,active,15818.0,married,expensive,badminton,121619.0,urban,no response
BsqLfEM4,30.0,active,25424.0,single,practical,soccer,136039.0,urban,no response
jm9ODa5M,49.0,active,14075.0,single,practical,soccer,62798.0,rural,response
hDwMYJsW,35.0,healthy,62684.0,single,practical,soccer,68614.0,rural,response
gjpwfGeh,54.0,cozily,75920.0,single,practical,athletics,20993.0,rural,no response
0WqEtsBV,67.0,cozily,74036.0,single,expensive,soccer,43307.0,urban,response
br90BTP1,54.0,active,71917.0,married,practical,soccer,35268.0,urban,no response
iVZxt130,49.0,cozily,81243.0,single,expensive,,89740.0,urban,no response
dtbvGM86,37.0,cozily,54427.0,single,expensive,soccer,30239.0,rural,no response
jYny5WzL,31.0,healthy,68219.0,single,expensive,badminton,84821.0,urban,no response
5P77ixE5,57.0,cozily,94638.0,married,expensive,soccer,25780.0,urban,response
B4IUPRLA,31.0,healthy,74226.0,married,expensive,badminton,105916.0,rural,no response
v0hFZyBO,47.0,active,90116.0,married,practical,badminton,82420.0,rural,no response
n5xHMjHK,45.0,cozily,90949.0,single,expensive,soccer,125802.0,rural,no response
EZRigyPs,15.0,cozily,11288.0,married,expensive,athletics,64804.0,rural,response
bnNzDKvH,41.0,active,54335.0,married,practical,athletics,127455.0,rural,no response
GHU5JwYq,46.0,cozily,83015.0,single,expensive,badminton,68360.0,urban,response
4sasohrU,64.0,cozily,16811.0,married,expensive,soccer,104481.0,rural,response
EbsFOsMv,44.0,cozily,86105.0,single,expensive,soccer,26520.0,urban,no response
hJywmC3e,17.0,healthy,60140.0,single,expensive,athletics,139729.0,rural,no response
aoRudGvJ,54.0,healthy,13878.0,single,practical,,52814.0,urban,response
BFGxq586,38.0,healthy,94836.0,married,practical,soccer,74798.0,rural,no response
bwzVjelx,51.0,cozily,57431.0,married,expensive,badminton,86784.0,rural,no response
g8HOtxA5,16.0,cozily,44666.0,single,expensive,badminton,118428.0,urban,no response
BsbHY3u5,63.0,cozily,99845.0,married,practical,athletics,149666.0,rural,response
2L5OD7Sa,28.0,cozily,55109.0,single,practical,,104459.0,urban,no response
5LtQWk55,19.0,cozily,35274.0,single,practical,athletics,72516.0,rural,no response
GupMEjsx,35.0,active,52304.0,married,expensive,badminton,52389.0,rural,no response
iQahHytv,20.0,cozily,19510.0,single,expensive,athletics,28761.0,rural,no response
WQX3KE9F,39.0,healthy,97199.0,married,practical,soccer,35781.0,urban,no response
1XmaHEXQ,45.0,active,69435.0,married,expensive,soccer,124004.0,rural,no response
YPDWIn57,52.0,active,90433.0,married,expensive,athletics,57160.0,urban,no response
LgXMjVJM,37.0,cozily,62817.0,single,practical,badminton,84835.0,urban,no response
VMDMoutc,39.0,active,80630.0,married,expensive,athletics,116507.0,urban,no response
qbrZzoSa,46.0,cozily,88898.0,single,practical,athletics,20145.0,rural,no response
v3q2A8Vj,60.0,cozily,68380.0,married,practical,athletics,144762.0,urban,no response
6L0SzTpT,53.0,active,20794.0,married,expensive,badminton,59551.0,urban,no response
hteN3mha,32.0,healthy,61364.0,single,practical,athletics,50783.0,rural,no response
4tEWntpg,22.0,healthy,14412.0,married,expensive,athletics,55848.0,urban,response
ZE4hN5LZ,60.0,active,23962.0,single,practical,soccer,30174.0,urban,response
ImVnadAe,41.0,healthy,83918.0,single,expensive,soccer,62439.0,urban,no response
mc6Aux2S,41.0,active,58883.0,single,expensive,soccer,148908.0,urban,response
Ui60oXgp,15.0,cozily,69817.0,married,expensive,soccer,130400.0,rural,no response
M16kDYTN,19.0,cozily,33660.0,married,practical,badminton,119112.0,rural,no response
KhMsEDQX,26.0,healthy,32504.0,married,practical,badminton,49740.0,urban,no response
cM0OysnG,44.0,active,97389.0,single,expensive,soccer,62091.0,rural,no response
kxPbhck4,48.0,healthy,32873.0,single,practical,,137079.0,urban,no response
jFqFfCK4,51.0,active,67761.0,single,practical,badminton,82081.0,rural,no response
pwm3v69T,50.0,active,39236.0,married,practical,badminton,110460.0,urban,no response
CNBdoH8Z,36.0,cozily,38931.0,single,expensive,soccer,127506.0,rural,no response
xixEcTqH,57.0,active,10897.0,married,practical,soccer,35805.0,urban,response
srFptJMo,34.0,cozily,63271.0,married,expensive,athletics,28797.0,urban,no response
PNbOITST,36.0,active,29035.0,single,expensive,,130694.0,urban,no response
iaziCYYx,20.0,cozily,97718.0,married,practical,athletics,96262.0,urban,no response
vcpupoGs,69.0,healthy,21295.0,single,practical,badminton,66150.0,rural,response
3ll1p4mA,62.0,cozily,73130.0,married,expensive,athletics,32259.0,rural,response
X0KBE8Uz,35.0,healthy,36069.0,single,practical,athletics,121306.0,urban,no response
KwUN6oeF,29.0,healthy,69996.0,single,expensive,badminton,79269.0,urban,no response
ScO5dKVk,41.0,cozily,92519.0,single,expensive,soccer,144547.0,rural,response
7brk0HXS,56.0,active,10733.0,single,expensive,soccer,89004.0,urban,no response
9hEbTftK,26.0,healthy,48936.0,married,practical,soccer,134471.0,urban,no response
7QeXa5Rd,31.0,cozily,58711.0,single,expensive,athletics,86823.0,rural,no response
wB2Ur6vA,60.0,active,94032.0,married,practical,soccer,58247.0,urban,response
N6q7OYns,64.0,cozily,96442.0,married,practical,badminton,120942.0,urban,response
FUA3EIZ5,49.0,cozily,34952.0,married,expensive,badminton,116138.0,rural,response
s508PBoX,39.0,healthy,33194.0,single,practical,athletics,69879.0,rural,no response
eqSsmeUK,52.0,healthy,59883.0,single,expensive,soccer,116990.0,urban,response
2oolAhTW,21.0,active,19138.0,single,practical,soccer,59236.0,rural,no response
L2cJjdKI,48.0,active,32607.0,married,expensive,,98900.0,rural,no response
4xIgelVR,30.0,active,76297.0,single,expensive,athletics,114319.0,urban,no response
9SJhHvCw,19.0,healthy,96093.0,single,expensive,badminton,51658.0,urban,no response
1r7Sq7He,32.0,healthy,82017.0,married,practical,badminton,107517.0,urban,no response
PJJZYKkG,65.0,cozily,73120.0,single,practical,,65686.0,urban,response
xtsmNUWA,24.0,healthy,86752.0,married,practical,,32037.0,urban,no response
biUTLCw7,57.0,healthy,90084.0,single,expensive,athletics,39061.0,urban,response
ntrTzlo0,45.0,healthy,78121.0,married,practical,soccer,73679.0,rural,no response
zuhnku7J,18.0,active,35081.0,single,practical,athletics,68512.0,urban,no response
s1DNzZXq,62.0,active,61572.0,married,expensive,athletics,146615.0,urban,response
WCkkm2wF,69.0,healthy,22437.0,married,expensive,badminton,113756.0,urban,response
dVMZYWFJ,58.0,active,86309.0,single,expensive,soccer,84967.0,rural,response
fQxUU1ua,37.0,cozily,68098.0,single,expensive,badminton,84985.0,rural,no response
6ZFtGn1d,51.0,active,19888.0,married,practical,athletics,51373.0,urban,no response
1f6ygIsN,34.0,cozily,15295.0,single,practical,athletics,93205.0,rural,no response
kI43I2rD,38.0,active,23083.0,single,expensive,athletics,97201.0,urban,no response
zRX8HfC6,56.0,cozily,96331.0,married,expensive,athletics,142604.0,urban,response
EawuBIGw,47.0,cozily,44341.0,married,practical,soccer,36266.0,rural,no response
v61V7zri,17.0,active,73941.0,single,practical,badminton,92609.0,rural,no response
rVghg0oP,33.0,active,20288.0,married,practical,soccer,116585.0,urban,no response
0yd3yXZg,29.0,cozily,46938.0,single,practical,athletics,60121.0,urban,no response
qA6X99AX,48.0,healthy,12755.0,married,expensive,,138836.0,urban,response
Ii0nGw7i,43.0,cozily,22213.0,single,expensive,soccer,55038.0,rural,no response
UGKq7SV2,48.0,active,88654.0,single,practical,badminton,44097.0,rural,no response
Q7DxqXZG,47.0,active,43902.0,married,expensive,,36890.0,urban,no response
NXYSt3lS,21.0,cozily,67575.0,single,practical,soccer,41241.0,urban,no response
S8jfkWoo,64.0,active,86917.0,single,expensive,badminton,20781.0,rural,response
T6QFLoTt,61.0,active,28130.0,married,expensive,soccer,119010.0,rural,response
hY7kRXz2,24.0,cozily,47877.0,married,practical,athletics,90657.0,rural,no response
YVzC9jii,36.0,active,24249.0,single,expensive,,107455.0,urban,no response
s45gmFiB,56.0,healthy,48702.0,single,practical,badminton,112212.0,urban,response
VytLGGZf,62.0,cozily,10625.0,single,expensive,badminton,123286.0,urban,response
TuQYabnh,39.0,healthy,51538.0,married,expensive,athletics,24056.0,rural,no response
169RbBH4,62.0,active,85340.0,single,practical,badminton,146616.0,urban,response
nO9i9Tj5,15.0,active,61761.0,single,practical,soccer,125505.0,urban,no response
vINdeuNp,55.0,healthy,31615.0,single,practical,,123372.0,urban,no response
Mk1baD7O,65.0,healthy,82172.0,single,expensive,badminton,139110.0,urban,response
SiSMbLoU,41.0,cozily,42734.0,single,expensive,badminton,141427.0,urban,response
B0Kht75S,51.0,cozily,82126.0,single,expensive,badminton,92622.0,urban,no response
64Xi4jvA,27.0,cozily,90814.0,single,expensive,athletics,143208.0,rural,response
NuFfuw9O,62.0,active,50850.0,single,expensive,athletics,52974.0,rural,response
UTuU1mnR,42.0,active,36584.0,married,expensive,soccer,38276.0,urban,no response
HCKgDa76,55.0,healthy,49049.0,single,expensive,athletics,74474.0,urban,no response
UVPGLgLM,41.0,cozily,24883.0,single,practical,soccer,91900.0,rural,no response
pUOyGZGX,46.0,cozily,13775.0,single,practical,soccer,64402.0,rural,response
dgySHjms,44.0,cozily,66935.0,married,practical,badminton,124004.0,urban,no response
xC4ieeN9,16.0,active,22600.0,single,practical,athletics,62400.0,urban,no response
1jPsQLNv,67.0,healthy,85448.0,married,expensive,badminton,82831.0,urban,response
KmOe7PAw,31.0,healthy,99907.0,married,practical,athletics,47811.0,urban,no response
6hASU4Ji,60.0,active,79601.0,single,practical,,70028.0,rural,no response
RliNTzuK,68.0,cozily,52341.0,married,expensive,badminton,51056.0,rural,response
MSNeFfdT,64.0,cozily,49358.0,married,expensive,athletics,90842.0,urban,response
lRRnzt3J,22.0,cozily,29228.0,married,expensive,athletics,147832.0,urban,response
ciGVr2Sz,58.0,cozily,14472.0,married,practical,athletics,108585.0,urban,response
oFm7d7oP,62.0,active,59353.0,single,expensive,athletics,86881.0,urban,response
U7iiQ38x,58.0,active,11932.0,married,practical,soccer,66021.0,urban,no response
SNRa3WyQ,44.0,cozily,74948.0,single,practical,soccer,145030.0,urban,response
GNjZq2Wq,55.0,healthy,11724.0,single,expensive,athletics,111915.0,urban,response
adtaSI88,45.0,active,64558.0,single,practical,,26238.0,rural,no response
X1SRI7S7,26.0,active,64355.0,single,expensive,athletics,137869.0,rural,no response
8eCaDiyt,42.0,healthy,52104.0,married,practical,badminton,129388.0,urban,no response
FTCtnlZE,63.0,healthy,99457.0,married,expensive,soccer,65008.0,urban,no response
6uV51KyD,65.0,healthy,53336.0,married,practical,athletics,99634.0,rural,response
6v3qbsOQ,16.0,active,68389.0,married,expensive,soccer,100082.0,urban,no response
hF0cojyc,38.0,cozily,65471.0,married,practical,soccer,62966.0,rural,no response
IUbLonVk,56.0,healthy,59283.0,married,practical,badminton,99523.0,urban,response
6wWZ7gni,20.0,cozily,92897.0,single,expensive,athletics,108619.0,rural,no response
Hba7eXRl,20.0,active,74829.0,single,expensive,badminton,148919.0,rural,response
vuwAxjf5,39.0,healthy,11416.0,married,expensive,,140961.0,rural,no response
JUppxxA2,39.0,cozily,84947.0,single,expensive,soccer,66807.0,urban,no response
BWWyIZev,68.0,healthy,63624.0,married,practical,soccer,60325.0,urban,response
Gi38fgtb,59.0,active,73560.0,single,practical,athletics,89910.0,rural,response
InzHQLdU,45.0,cozily,62832.0,single,expensive,badminton,111275.0,urban,no response
coik8kwD,42.0,healthy,48177.0,married,practical,soccer,145642.0,urban,response
H8fQcvPF,68.0,active,50806.0,single,expensive,athletics,89345.0,rural,no response
uSBdiPXP,16.0,healthy,28994.0,married,practical,badminton,127014.0,urban,no response
AygE7Ncb,43.0,active,94826.0,married,expensive,soccer,91904.0,rural,no response
wYpZH0uC,51.0,active,56163.0,single,practical,athletics,115575.0,urban,no response
Fwzn3jOK,57.0,cozily,52340.0,single,expensive,badminton,134625.0,urban,response
KErmpBZB,15.0,cozily,88666.0,single,expensive,,130894.0,urban,response
K8C9ccu5,36.0,active,92211.0,single,expensive,athletics,147055.0,rural,response
Q11H9Fif,30.0,active,41506.0,married,expensive,soccer,79432.0,urban,no response
XbOWa5gH,49.0,healthy,30763.0,married,practical,soccer,118672.0,urban,no response
Ki2GOZuu,38.0,active,72418.0,married,expensive,badminton,38271.0,rural,no response
1i5yp0oe,50.0,healthy,43209.0,married,practical,,35788.0,urban,no response
aFoRO0eJ,40.0,cozily,42897.0,single,expensive,soccer,73010.0,rural,no response
LL3iYXWW,31.0,healthy,17039.0,married,expensive,athletics,35456.0,rural,no response
8JpH7cIS,22.0,healthy,35737.0,married,practical,soccer,84816.0,rural,no response
KFiRAeK9,23.0,cozily,90896.0,married,expensive,badminton,106884.0,rural,no response
VuZ3qM6b,63.0,cozily,85015.0,single,practical,badminton,34564.0,rural,response
WdJeHLjn,58.0,active,59971.0,single,expensive,badminton,126456.0,urban,response
eFbtemUI,23.0,active,28288.0,single,expensive,badminton,140741.0,urban,response
ypupzGxJ,42.0,healthy,15009.0,married,expensive,athletics,68278.0,urban,no response
9HOBLTkQ,43.0,active,48664.0,married,expensive,soccer,39745.0,urban,no response
xiYh4wAm,51.0,cozily,90812.0,married,practical,badminton,58877.0,rural,no response
N2TMWzcX,68.0,cozily,59952.0,single,practical,badminton,64876.0,rural,response
WFaEJAxE,18.0,healthy,38843.0,married,expensive,athletics,129236.0,urban,no response
iI0j06No,26.0,cozily,71750.0,married,practical,soccer,129207.0,rural,no response
pa2YlIJd,20.0,healthy,63328.0,married,practical,soccer,149944.0,rural,response
7aKi329m,55.0,healthy,71371.0,married,expensive,soccer,43085.0,urban,no response
BVyIKcW5,44.0,active,54268.0,married,practical,badminton,107816.0,rural,no response
jQM5gwa0,17.0,cozily,40304.0,married,expensive,badminton,70084.0,urban,no response
m9cHjsKz,44.0,active,41418.0,married,expensive,,137907.0,urban,no response
SCfZgBD9,30.0,healthy,87104.0,married,practical,badminton,102193.0,rural,response
ISGtPVkI,69.0,cozily,12054.0,single,practical,badminton,32479.0,rural,response
Ieze4FeB,65.0,cozily,27466.0,single,expensive,badminton,114244.0,urban,no response
ebz0fK9N,32.0,cozily,43128.0,married,practical,badminton,138570.0,urban,no response
ZgWehdQM,28.0,cozily,53761.0,married,practical,,63356.0,rural,response
nPNWAMVd,65.0,active,50454.0,single,expensive,badminton,138965.0,rural,no response
zxK88FNk,26.0,cozily,88297.0,single,practical,soccer,85006.0,rural,no response
qAHkTPJ3,42.0,active,77620.0,married,practical,athletics,46357.0,urban,no response
0rfK2ury,31.0,healthy,35123.0,married,practical,soccer,146567.0,urban,response
Xs49JeFu,16.0,cozily,64396.0,single,practical,soccer,49648.0,rural,no response
O8WqxFrD,57.0,cozily,11777.0,married,expensive,soccer,57660.0,urban,response
bXfvbGAo,66.0,active,98994.0,married,practical,soccer,35330.0,rural,response
WMPBZhQc,41.0,healthy,40206.0,married,expensive,,53324.0,urban,no response
h26AdMpF,47.0,active,79687.0,married,practical,,57594.0,rural,no response
mFdyUhqQ,43.0,cozily,60066.0,married,practical,soccer,66451.0,urban,no response
NZM6ty36,50.0,cozily,28935.0,married,practical,soccer,67391.0,urban,no response
TdFvvqZY,60.0,healthy,53251.0,single,practical,soccer,116169.0,urban,response
FAbmuED0,58.0,active,87921.0,married,practical,,127212.0,rural,response
P5feQkhS,36.0,active,56516.0,single,expensive,athletics,110446.0,rural,no response
LeKDFMaI,50.0,active,41819.0,single,practical,,36282.0,rural,no response
gqW1h0ld,62.0,cozily,45786.0,single,expensive,athletics,21970.0,urban,response
BmvcmqYY,65.0,active,40921.0,married,expensive,soccer,68047.0,urban,response
GdswxhMi,62.0,active,92265.0,single,practical,soccer,85470.0,urban,response
SFonqGfJ,26.0,cozily,10269.0,single,expensive,soccer,33361.0,urban,response
BJSNaKCw,46.0,active,71066.0,single,expensive,badminton,82738.0,urban,no response
bnt82dvW,20.0,healthy,75526.0,married,practical,,28515.0,rural,no response
oITBJLTC,21.0,cozily,84112.0,single,expensive,athletics,142529.0,urban,response
DJPGrBGb,54.0,healthy,75503.0,married,expensive,soccer,27065.0,rural,no response
zN6ZFCDD,47.0,healthy,27552.0,single,expensive,badminton,79122.0,rural,no response
WlyMJFkA,26.0,cozily,92711.0,married,expensive,athletics,48096.0,urban,no response
HzYkIKMO,50.0,cozily,50047.0,married,expensive,athletics,122537.0,urban,no response
APa5ln6V,37.0,active,80067.0,married,expensive,soccer,22287.0,urban,no response
twcMLWhG,21.0,cozily,70880.0,married,practical,soccer,58671.0,urban,no response
mSOowuOq,54.0,healthy,98731.0,married,practical,athletics,37584.0,urban,response
nbKDnC4b,18.0,healthy,68987.0,single,expensive,,88832.0,urban,no response
6tN8rRS9,36.0,active,60528.0,married,practical,badminton,35690.0,rural,no response
mu709Pbr,32.0,active,54840.0,single,practical,badminton,48077.0,rural,no response
LjFdnuyG,23.0,cozily,44562.0,married,practical,athletics,95797.0,rural,response
3yuO5eNi,39.0,active,79328.0,single,practical,athletics,61862.0,urban,no response
f3FE56ZF,23.0,cozily,12725.0,married,practical,athletics,29624.0,urban,response
eOcfhBie,21.0,cozily,49615.0,single,practical,badminton,70467.0,urban,no response
9UifMUlr,45.0,active,75677.0,single,practical,badminton,67809.0,rural,response
lL8KRedt,18.0,cozily,90111.0,married,expensive,badminton,70502.0,rural,no response
yPMovwdz,65.0,cozily,32714.0,single,expensive,badminton,26132.0,urban,response
FQqVzadl,21.0,active,76536.0,single,practical,badminton,98028.0,urban,no response
8VoYG2fS,15.0,cozily,78219.0,married,practical,badminton,82781.0,rural,no response
