,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
9057,Z89EHbBi,15,healthy,87479,married,expensive,soccer,66169,rural,response,1
9058,pItw56Sx,50,active,93915,single,practical,athletics,117064,urban,no response,0
9059,Gl9d18zB,26,healthy,96897,married,practical,badminton,104813,urban,no response,0
9060,rare2V1h,44,healthy,48625,married,expensive,badminton,95385,rural,no response,0
9061,Lp6X8B86,39,active,83749,single,expensive,athletics,112530,urban,no response,0
9062,7LFDslud,45,healthy,18246,single,practical,soccer,123292,urban,no response,0
9063,9X0NlETq,54,healthy,63835,single,expensive,athletics,112881,rural,no response,0
9064,eIhb9q0D,67,cozily,39881,single,expensive,soccer,145237,urban,response,1
9065,OmdwDgjg,52,healthy,78674,married,expensive,athletics,20006,rural,no response,0
9066,BAEo1x7o,30,active,44001,single,expensive,soccer,49913,rural,no response,0
9067,N8To1PFS,56,cozily,21392,single,practical,unknown,144884,urban,response,1
9068,AfLAQvRh,16,active,19889,married,expensive,athletics,130484,urban,no response,0
9069,UtEQKB5R,35,active,16395,single,practical,soccer,95418,urban,no response,0
9070,uyBDDfvR,68,cozily,13910,single,practical,athletics,101372,urban,no response,0
9071,uhqp5uan,20,cozily,72358,single,practical,soccer,117961,rural,no response,0
9072,R213iSVQ,61,active,64721,married,expensive,athletics,96562,rural,response,1
9073,bInmPLIx,34,healthy,31267,married,expensive,athletics,29218,urban,no response,0
9074,jXwcJIlV,39,cozily,61648,married,expensive,athletics,105414,rural,no response,0
9075,P0jimY2v,59,active,45756,married,practical,soccer,115254,rural,response,1
9076,O7QQ9pd1,58,active,71383,single,practical,soccer,35806,urban,response,1
9077,uzdDYpqQ,53,cozily,95783,single,expensive,athletics,119385,urban,no response,0
9078,zRGYFC4H,52,cozily,92794,single,expensive,soccer,90844,urban,no response,0
9079,GVJZ7CAL,19,cozily,42860,married,expensive,soccer,74913,urban,no response,0
9080,FxI3keAi,34,cozily,71415,married,expensive,badminton,90869,urban,no response,0
9081,xS3VxRgw,43,healthy,97747,single,practical,soccer,100343,urban,no response,0
9082,vmP3btuk,23,cozily,61392,married,expensive,athletics,92517,urban,no response,0
9083,gETWOg2o,19,healthy,56761,single,expensive,soccer,135220,urban,no response,0
9084,NSgZ5ytH,62,active,42550,married,practical,badminton,26587,rural,response,1
9085,ym1pV5c2,50,cozily,37679,single,practical,athletics,23336,rural,no response,0
9086,OJwykHVd,45,healthy,86967,married,expensive,badminton,123171,rural,no response,0
9087,fzWkD2zg,38,cozily,54104,married,expensive,badminton,121265,urban,no response,0
9088,ktwKrglQ,62,active,30046,married,practical,unknown,145612,urban,response,1
9089,fdKFD17A,50,healthy,49474,single,expensive,athletics,68187,rural,no response,0
9090,VTtBSy3e,54,healthy,58560,married,practical,athletics,28692,urban,no response,0
9091,2mYdGuGN,67,healthy,57795,married,expensive,badminton,21191,urban,response,1
9092,kB3ycFQt,28,cozily,21726,single,expensive,badminton,149825,urban,response,1
9093,DMuUSqpU,43,active,51666,single,practical,athletics,50074,urban,no response,0
9094,CKggzmWR,51,active,56698,single,expensive,badminton,112438,urban,no response,0
9095,FjHQcojR,37,healthy,30180,married,practical,badminton,137491,urban,no response,0
9096,VSRS1iBE,61,healthy,85605,married,expensive,badminton,60858,urban,response,1
9097,Lc3zU5Zo,52,active,19901,single,practical,badminton,100940,urban,no response,0
9098,CjbnaDK0,40,healthy,64852,single,practical,athletics,29345,urban,no response,0
9099,4qGucRFg,32,cozily,87536,married,practical,soccer,61963,rural,no response,0
9100,VM1EAwUI,19,cozily,62405,single,expensive,soccer,54730,urban,no response,0
9101,A9kdxVDa,24,cozily,52191,married,expensive,athletics,56334,urban,no response,0
9102,ZplnRWsn,61,active,17919,married,practical,badminton,55503,rural,response,1
9103,GyWmVlSA,52,healthy,81790,single,practical,badminton,46764,urban,no response,0
9104,AuLtH3rg,56,cozily,43813,single,expensive,badminton,138644,urban,response,1
9105,4rbKgmLC,64,active,91758,married,expensive,unknown,138356,urban,response,1
9106,kXi5g0xj,53,cozily,18053,married,expensive,athletics,72227,urban,no response,0
9107,aM9h8is6,61,active,81107,single,practical,soccer,143226,urban,no response,0
9108,RH71xfT3,27,healthy,91911,married,practical,unknown,67930,urban,no response,0
9109,Cbjcmkdh,56,cozily,51009,single,expensive,unknown,24081,rural,response,1
9110,P11eA83n,20,cozily,73451,married,expensive,soccer,119314,rural,no response,0
9111,TXRgdypf,32,active,20572,single,practical,athletics,122926,urban,no response,0
9112,wRy0Us0e,51,healthy,36046,married,expensive,badminton,91149,rural,no response,0
9113,DvBac9qO,53,cozily,37394,single,practical,badminton,94970,urban,no response,0
9114,tQrBso1V,69,active,22672,married,practical,badminton,91643,urban,response,1
9115,8RJyguZ1,62,cozily,67554,married,practical,soccer,68264,rural,response,1
9116,H9xsLqig,39,cozily,53647,married,expensive,soccer,74206,urban,no response,0
9117,2hWlbZaA,20,active,56914,single,practical,athletics,101307,urban,no response,0
9118,sr83QmuE,45,active,55704,married,practical,athletics,46533,urban,no response,0
9119,PDhxg6rs,43,healthy,49685,single,expensive,athletics,58922,urban,no response,0
9120,tPdzswjA,26,healthy,89512,married,expensive,badminton,38041,urban,no response,0
9121,5jVvk010,61,active,69230,married,expensive,athletics,72672,rural,response,1
9122,sGcmMcAM,21,active,95738,married,expensive,athletics,121515,urban,no response,0
9123,0A87rRrI,24,healthy,11175,married,practical,soccer,70231,rural,response,1
9124,YEH30y2I,54,healthy,44984,married,practical,soccer,139115,urban,no response,0
9125,V9vF98fy,26,active,75171,single,practical,unknown,123262,rural,no response,0
9126,R9qlmtiN,40,cozily,78964,married,practical,soccer,22533,urban,no response,0
9127,veXJC3A3,25,cozily,63029,single,practical,soccer,92227,rural,no response,0
9128,BMAe4Rt6,60,cozily,84741,single,practical,soccer,149656,rural,response,1
9129,cQsjpHDt,48,healthy,80086,married,practical,badminton,145737,urban,response,1
9130,17TdtBmU,51,healthy,79412,married,practical,badminton,109825,rural,no response,0
9131,EPqBM57o,40,active,99339,single,practical,unknown,109843,urban,no response,0
9132,PIuRqSut,62,cozily,35131,single,expensive,soccer,61250,rural,response,1
9133,rEAEEmZk,48,cozily,41897,single,practical,badminton,91220,urban,no response,0
9134,LY4nwAPW,65,healthy,25155,married,practical,badminton,143927,rural,response,1
9135,4RDtE7D7,25,healthy,71385,married,expensive,badminton,126668,urban,no response,0
9136,dUOwOFbh,27,healthy,91718,single,practical,unknown,28717,urban,no response,0
9137,uikA6mlx,23,active,63833,single,practical,badminton,26056,urban,no response,0
9138,rgyBdynW,41,active,62764,married,practical,badminton,119205,urban,no response,0
9139,VPZSrLtA,16,active,30330,married,expensive,badminton,20130,rural,no response,0
9140,qNThXYN9,52,cozily,19516,single,practical,unknown,28156,urban,no response,0
9141,gmVavmcZ,40,cozily,31301,single,expensive,athletics,138542,rural,no response,0
9142,axEGetck,27,cozily,92702,married,expensive,athletics,87506,rural,no response,0
9143,hsm3wwZ5,31,active,85562,married,practical,badminton,120871,rural,response,1
9144,z0Qe89JL,69,healthy,30561,married,expensive,soccer,43431,urban,no response,0
9145,2akCWKCj,51,healthy,37742,married,expensive,soccer,38570,rural,no response,0
9146,vuq0S29y,17,active,45745,married,expensive,badminton,146491,urban,response,1
9147,bwG6vpAZ,56,healthy,91792,single,practical,unknown,72743,urban,response,1
9148,DkIT2fCa,15,cozily,48558,married,practical,unknown,136931,urban,no response,0
9149,oz2olO3o,64,active,16224,single,practical,badminton,30321,urban,response,1
9150,bFstWtth,56,cozily,31838,married,practical,athletics,52644,rural,response,1
9151,elqhrE7o,16,cozily,82005,married,practical,soccer,149627,rural,response,1
9152,2d88fAji,24,cozily,91140,married,expensive,badminton,121121,urban,no response,0
9153,OB519fUT,27,cozily,97458,married,expensive,soccer,96665,urban,no response,0
9154,hoV6DJHf,22,active,40061,married,practical,badminton,39314,urban,no response,0
9155,OBFToxcr,24,healthy,25746,married,practical,badminton,121653,rural,no response,0
9156,QmUhWbbv,56,active,44008,single,expensive,soccer,69760,rural,no response,0
9157,dz1usmr3,57,healthy,81161,single,expensive,soccer,69888,rural,response,1
9158,YqHwgkXj,17,cozily,83772,married,practical,badminton,80916,urban,no response,0
9159,CcL8Izpl,34,cozily,89749,married,practical,soccer,130301,urban,no response,0
9160,uQYAkEUs,33,healthy,54312,married,practical,soccer,131813,rural,no response,0
9161,LQsG1SQD,28,healthy,99910,married,expensive,badminton,64708,rural,response,1
9162,89NkjQF8,37,healthy,30421,married,expensive,athletics,66145,urban,no response,0
9163,wWmNJCOj,31,active,71818,married,practical,badminton,49228,rural,no response,0
9164,NLHPNfYw,26,active,62194,married,expensive,soccer,138950,urban,no response,0
9165,hg13GbWF,65,healthy,88187,single,expensive,badminton,149065,urban,response,1
9166,6evTwUl3,32,healthy,50107,single,expensive,badminton,57800,rural,no response,0
9167,DWwQ3dJ7,20,active,19349,married,practical,badminton,45908,rural,no response,0
9168,V81I2Pvf,19,healthy,16986,married,practical,soccer,105215,urban,no response,0
9169,xeIU8F5T,36,cozily,87641,married,practical,athletics,118439,urban,no response,0
9170,8Ulu2NQT,32,cozily,55293,single,practical,badminton,54418,rural,no response,0
9171,Y4mDO04j,49,cozily,60490,single,practical,athletics,88925,urban,no response,0
9172,YGQZZu0g,41,healthy,64069,married,practical,badminton,83762,urban,no response,0
9173,NeL9KH6c,54,cozily,99309,married,practical,badminton,128869,urban,no response,0
9174,FWJd2iro,17,active,70008,single,expensive,athletics,132412,urban,no response,0
9175,XNYcMMFV,55,active,48226,single,practical,unknown,46911,urban,no response,0
9176,MBO8H79F,26,cozily,63931,married,practical,soccer,96175,rural,no response,0
9177,V6P6O7ch,68,healthy,26046,single,practical,soccer,123891,urban,response,1
9178,caVM6osE,51,healthy,91861,married,expensive,athletics,33900,rural,no response,0
9179,9WfjaB0L,59,active,32332,married,expensive,unknown,102416,rural,response,1
9180,Ez1Jm0Uy,63,active,36565,married,practical,badminton,129906,urban,response,1
9181,mWZec0Ze,37,cozily,68048,married,expensive,badminton,145594,urban,response,1
9182,p6yHB22n,16,cozily,58114,married,expensive,unknown,115431,rural,no response,0
9183,8At14CaD,66,cozily,34328,single,practical,unknown,126018,urban,response,1
9184,MPc0lrns,58,active,76238,married,practical,unknown,122974,urban,response,1
9185,w0z4DI2c,46,cozily,91613,single,expensive,unknown,51165,rural,no response,0
9186,GDoZxhEP,38,active,49134,married,expensive,soccer,139675,urban,no response,0
9187,ldXQT8JL,56,cozily,79682,single,practical,soccer,84994,urban,no response,0
9188,s9U97Aii,37,cozily,42150,single,expensive,soccer,71794,urban,no response,0
9189,0TIaWcEX,38,healthy,31860,married,practical,soccer,111826,rural,no response,0
9190,rWdTa4L5,59,healthy,62316,single,practical,soccer,75373,rural,response,1
9191,OBMERwf8,28,active,35241,single,expensive,badminton,120930,urban,no response,0
9192,bzShaQ30,47,cozily,17760,single,expensive,athletics,37771,urban,no response,0
9193,l117GfiU,66,cozily,48984,married,expensive,unknown,99614,urban,response,1
9194,LJFUFk71,32,healthy,44917,married,practical,athletics,124073,rural,no response,0
9195,mSsMFJUT,49,cozily,79385,single,practical,badminton,128438,urban,no response,0
9196,pn2RbtQ5,19,healthy,87250,married,expensive,athletics,21808,rural,no response,0
9197,ZXz6HWG7,66,active,86304,married,practical,badminton,100756,rural,response,1
9198,msSd5e2Y,60,healthy,22552,single,practical,soccer,103434,rural,response,1
9199,bEjC8mJv,50,active,77733,married,practical,athletics,20231,urban,no response,0
9200,w30y56Xm,67,cozily,79106,married,practical,athletics,29348,rural,response,1
9201,B6KyCTyH,50,active,42998,married,practical,unknown,141256,urban,response,1
9202,XAboWYkg,20,cozily,50374,single,practical,unknown,43041,urban,no response,0
9203,VZG0jzZB,63,cozily,27408,single,practical,badminton,120892,rural,response,1
9204,g02UqQCS,32,cozily,75303,married,practical,soccer,106645,rural,no response,0
9205,K3NBK2Lw,17,healthy,25099,married,practical,badminton,126344,urban,no response,0
9206,pEHcvknz,49,healthy,74386,married,expensive,badminton,110580,rural,no response,0
9207,3kC0Jx4V,31,active,28961,single,expensive,athletics,100524,urban,no response,0
9208,nzTtUEsc,42,cozily,62502,married,expensive,badminton,30816,rural,no response,0
9209,a0NgpWik,18,active,25768,married,expensive,soccer,33825,urban,no response,0
9210,SpXQ62xO,66,cozily,55632,married,practical,athletics,22894,urban,response,1
9211,D2v6u5np,56,cozily,63780,married,practical,soccer,82420,urban,response,1
9212,iojAuBXO,66,active,52608,single,practical,athletics,53086,urban,response,1
9213,OXygiisO,49,healthy,91464,single,expensive,athletics,86981,urban,no response,0
9214,QbuB3JMU,68,healthy,49170,single,practical,unknown,104685,urban,no response,0
9215,I64q5bMT,22,healthy,55417,married,practical,athletics,127171,urban,no response,0
9216,IPqABgYK,38,cozily,13526,married,practical,soccer,137857,urban,response,1
9217,oFPViw2v,18,cozily,45406,married,expensive,soccer,73717,rural,no response,0
9218,f5wRcJW8,34,cozily,79840,married,practical,unknown,34206,urban,no response,0
9219,haBL0eSc,33,cozily,11998,single,expensive,badminton,24629,urban,response,1
9220,80qBGL6a,64,healthy,21285,single,practical,athletics,148632,urban,response,1
9221,Llg7mHuz,44,healthy,36595,single,practical,athletics,31573,rural,no response,0
9222,2u7GT8wE,34,healthy,46825,married,practical,athletics,66724,rural,no response,0
9223,aDM9ChaR,24,healthy,46792,married,expensive,unknown,75974,rural,no response,0
9224,CbveUVbi,28,active,45344,married,practical,athletics,139176,urban,no response,0
9225,78PnxwVE,23,active,66749,married,practical,badminton,22806,rural,no response,0
9226,DJd9oP30,47,cozily,48209,single,expensive,badminton,131837,urban,no response,0
9227,kFLOzdNh,45,cozily,88777,single,practical,athletics,94652,urban,response,1
9228,KSB2ZtEN,69,cozily,18917,married,expensive,badminton,39064,urban,response,1
9229,4NBZLd8m,16,active,64814,single,practical,badminton,104249,urban,response,1
9230,HsvZrZAy,59,healthy,75519,single,practical,badminton,105680,rural,no response,0
9231,DRO7KcjE,18,healthy,58097,single,expensive,athletics,52840,urban,no response,0
9232,VAtGWKB3,45,healthy,86075,single,practical,soccer,118321,urban,no response,0
9233,6HEXEyCs,64,active,15561,single,expensive,athletics,113042,urban,response,1
9234,HzBvxudz,59,active,37485,married,expensive,badminton,99647,urban,response,1
9235,eLnIwK0O,51,active,34512,single,expensive,athletics,35502,rural,no response,0
9236,7ajMNCDm,45,cozily,46073,married,expensive,athletics,106029,urban,no response,0
9237,NzrWeQ51,38,active,90391,single,expensive,athletics,67038,urban,no response,0
9238,SS4gLvnE,31,active,60422,single,expensive,unknown,111640,rural,no response,0
9239,nzMWStyc,30,active,55188,married,practical,badminton,24855,urban,no response,0
9240,rTwzGieE,37,active,19583,married,practical,soccer,33614,urban,no response,0
9241,SxRMJcPE,41,healthy,97005,single,expensive,unknown,103087,urban,no response,0
9242,LHORkMp5,18,active,23949,single,expensive,unknown,59832,urban,no response,0
9243,exIJpvvE,66,active,40301,married,expensive,soccer,72427,urban,response,1
9244,reka1vyW,54,active,98016,single,expensive,athletics,139316,rural,no response,0
9245,r1dzNCFC,62,cozily,23810,married,expensive,unknown,81664,urban,response,1
9246,gApQkROt,16,active,51291,married,expensive,badminton,41457,urban,no response,0
9247,sOoD0aDV,47,healthy,21763,single,expensive,athletics,84391,urban,no response,0
9248,63YXxj2C,55,cozily,15736,single,expensive,badminton,126436,urban,no response,0
9249,EITvaL5E,61,healthy,52491,single,practical,badminton,38448,urban,response,1
9250,2Qwsdn2S,40,cozily,48421,single,expensive,badminton,57702,urban,no response,0
9251,xsR45Qm7,54,cozily,11160,single,expensive,badminton,71714,urban,no response,0
9252,sKtlrkU3,61,cozily,71704,married,practical,athletics,97411,rural,response,1
9253,8FrYoAX9,30,healthy,30012,married,practical,badminton,22315,rural,no response,0
9254,nQdZ3EVR,34,cozily,69172,single,practical,soccer,140368,urban,response,1
9255,zM9URtL2,60,healthy,22706,single,practical,soccer,138952,rural,response,1
9256,93eEXUQe,38,cozily,11996,single,practical,badminton,120303,urban,response,1
9257,8TsUZ4AK,47,healthy,19254,single,practical,soccer,100920,urban,no response,0
9258,lybCY6GJ,62,cozily,38661,single,practical,athletics,101911,rural,response,1
9259,mTljI4vs,27,cozily,74888,single,expensive,unknown,124667,urban,no response,0
9260,6GkAmreR,19,cozily,15316,single,expensive,athletics,60314,urban,no response,0
9261,rihaFcWP,22,cozily,11414,single,expensive,badminton,45427,urban,response,1
9262,6Xxjxtak,53,healthy,28443,married,expensive,athletics,131564,urban,no response,0
9263,d2SLdBgS,31,healthy,43896,single,expensive,badminton,100237,rural,no response,0
9264,3UyuIj4s,34,healthy,77733,single,practical,athletics,28748,rural,no response,0
9265,6bky8Zhx,20,healthy,99848,married,expensive,badminton,131635,rural,no response,0
9266,UFQshPD0,41,healthy,87577,single,expensive,soccer,140740,rural,response,1
9267,ryT2eEoN,20,active,16845,single,practical,athletics,100837,urban,no response,0
9268,LuZ9UxDL,28,healthy,13642,single,expensive,athletics,22535,rural,response,1
9269,uhWbcQVx,28,cozily,42928,married,expensive,athletics,149719,urban,response,1
9270,jIzljkn0,46,active,75528,married,expensive,badminton,122709,urban,no response,0
9271,D0eVFkhv,46,active,10541,single,expensive,athletics,139262,urban,response,1
9272,JNMmoXAz,25,cozily,86851,single,expensive,soccer,36075,rural,no response,0
9273,dkRyBgnW,58,cozily,60228,single,practical,unknown,41278,rural,response,1
9274,XzIGNSn2,29,cozily,39537,married,practical,athletics,58414,rural,response,1
9275,99gWoc9M,67,active,52927,single,practical,soccer,27238,urban,response,1
9276,gl08XPQE,37,active,15317,single,expensive,unknown,81378,rural,no response,0
9277,PcAap6Qw,40,healthy,34482,married,practical,athletics,130138,urban,response,1
9278,1apaCLKn,38,active,38240,single,practical,badminton,87439,rural,no response,0
9279,S9u5RbqW,22,healthy,80445,single,expensive,soccer,144279,urban,response,1
9280,4t9HHu6f,46,active,79273,married,expensive,athletics,130287,urban,no response,0
9281,63cwo0jU,39,healthy,41255,single,expensive,soccer,129230,urban,no response,0
9282,xu8TMGZD,24,active,86542,married,expensive,badminton,83545,rural,no response,0
9283,oREXjfqM,48,cozily,36644,married,practical,athletics,39325,urban,no response,0
9284,OGDFE75m,66,healthy,81859,single,practical,unknown,41060,rural,response,1
9285,yiA8BU5P,47,cozily,82767,single,expensive,athletics,76388,urban,no response,0
9286,sEcslIgW,68,active,90130,married,practical,soccer,92715,urban,no response,0
9287,1QDRvh9j,39,healthy,99814,married,expensive,unknown,85184,urban,no response,0
9288,jhaRPwy9,51,cozily,34659,single,expensive,soccer,85117,urban,no response,0
9289,q2trI7oJ,17,active,91824,single,expensive,soccer,107838,urban,response,1
9290,L6SsHiA0,44,healthy,80899,single,practical,soccer,94333,urban,no response,0
9291,YQQKgSvJ,68,cozily,45905,married,expensive,badminton,37304,urban,response,1
9292,xeuvjg6q,68,cozily,83994,single,practical,soccer,132758,urban,no response,0
9293,GieNZ4di,65,active,92478,single,expensive,badminton,95117,urban,response,1
9294,jACYovdX,62,cozily,38243,married,expensive,soccer,58451,urban,response,1
9295,1oTNIAQu,56,cozily,92282,single,practical,badminton,138603,rural,response,1
9296,uETnfbZt,27,active,18876,married,expensive,badminton,94629,urban,no response,0
9297,d6X2qgzZ,53,cozily,28841,single,expensive,badminton,136009,urban,no response,0
9298,lNI9hw95,18,active,71826,married,expensive,badminton,76886,rural,no response,0
9299,NwexaQV7,32,active,88246,single,practical,badminton,54440,rural,no response,0
9300,cKBjotyG,54,active,16647,married,practical,soccer,125224,urban,no response,0
9301,zWfTQZOQ,20,cozily,99967,single,expensive,soccer,44296,rural,no response,0
9302,Gk6J2bpO,62,active,73417,married,expensive,unknown,64774,urban,response,1
9303,3cq3rNlx,67,healthy,82020,single,practical,athletics,39711,rural,response,1
9304,aJ5bZkSm,57,healthy,91150,married,practical,soccer,110842,urban,response,1
9305,eGcljfxa,19,cozily,48892,married,expensive,soccer,42984,rural,no response,0
9306,pTnukeAS,42,cozily,57618,single,practical,badminton,71036,urban,no response,0
9307,ns2Fz9Wf,32,healthy,65633,single,practical,badminton,81618,rural,no response,0
9308,deaIYKW8,35,cozily,16704,single,practical,unknown,29350,rural,no response,0
9309,u1uLZ1Y8,55,active,93199,married,practical,badminton,36806,rural,no response,0
9310,6je0L0Op,20,healthy,48558,married,practical,unknown,59887,urban,response,1
9311,WVrSR8KO,38,cozily,78413,married,practical,badminton,139116,urban,no response,0
9312,yk5wCiLx,64,cozily,57109,single,expensive,badminton,140002,urban,no response,0
9313,pxM8fZt5,30,healthy,60361,single,expensive,badminton,114967,rural,no response,0
9314,6k9S5abu,24,healthy,47638,married,practical,soccer,146598,rural,response,1
9315,mccLloQ3,35,healthy,89545,married,practical,unknown,145875,urban,response,1
9316,Vc1x5bsW,64,active,69505,married,expensive,soccer,62006,urban,response,1
9317,O3KJE2sv,36,cozily,87754,single,expensive,soccer,127214,urban,no response,0
9318,AmW9BTy8,46,active,74281,married,expensive,athletics,117044,rural,no response,0
9319,RpliBffV,23,cozily,24132,single,expensive,soccer,94239,urban,no response,0
9320,ketxXKPO,51,cozily,45180,married,practical,soccer,76562,urban,no response,0
9321,SVVg87oS,45,healthy,98225,married,expensive,athletics,124703,urban,no response,0
9322,bxuYlKwj,31,active,17796,married,practical,badminton,47910,urban,no response,0
9323,K6z0SGIW,61,active,38039,married,expensive,unknown,98774,urban,response,1
9324,beZgAHHP,43,cozily,16633,single,practical,athletics,72964,urban,no response,0
9325,CKpLjryc,27,healthy,23226,single,expensive,badminton,73035,urban,no response,0
9326,nno6cWQh,40,active,72709,married,practical,soccer,93265,rural,no response,0
9327,EHxjOjQK,28,healthy,11739,married,expensive,soccer,78359,urban,response,1
9328,LsWsjxM5,52,healthy,30478,married,practical,athletics,139632,urban,no response,0
9329,2RwZvhpw,54,cozily,31756,single,practical,soccer,59313,urban,no response,0
9330,ZIJ6S0dY,64,cozily,94895,single,practical,soccer,42474,rural,no response,0
9331,5CbReXRH,55,healthy,11710,single,expensive,unknown,99568,rural,response,1
9332,TfW7PDa9,51,cozily,53764,single,practical,unknown,99892,urban,no response,0
9333,2kmKmymY,18,cozily,30900,single,practical,badminton,126809,urban,no response,0
9334,xZjFO0wT,21,cozily,39944,single,practical,soccer,115641,urban,no response,0
9335,AVKN4X6s,49,active,47968,single,expensive,athletics,91840,urban,no response,0
9336,5LIRkBhv,29,active,96473,single,practical,athletics,77191,urban,no response,0
9337,XQUneEk6,69,active,32065,married,expensive,badminton,74287,urban,response,1
9338,BAzb8Ebj,59,healthy,35749,single,expensive,badminton,104591,urban,response,1
9339,NgHpM1xw,20,healthy,52132,married,practical,soccer,80328,rural,no response,0
9340,MO5AKK2n,34,active,35341,single,practical,soccer,131335,urban,no response,0
9341,1ImscmsE,68,cozily,19131,single,expensive,badminton,27132,urban,response,1
9342,9qunzrvL,61,active,26646,married,expensive,soccer,149233,urban,response,1
9343,gXG3wSxj,40,healthy,22349,married,expensive,unknown,34201,rural,no response,0
9344,BX8weqyb,50,cozily,86243,married,practical,athletics,62483,urban,no response,0
9345,PAREKyRp,28,cozily,55766,married,expensive,unknown,77645,urban,no response,0
9346,N0HJbJla,58,active,44956,married,practical,soccer,98008,urban,response,1
9347,xhzAXwQT,57,active,68968,married,practical,athletics,119493,urban,response,1
9348,e1yJ330H,56,cozily,33404,single,expensive,athletics,66172,urban,response,1
9349,1WL7NzQr,50,healthy,94452,married,expensive,soccer,130757,urban,no response,0
9350,0AAZSfUX,45,cozily,94543,married,practical,badminton,25835,urban,no response,0
9351,kjc4J7Gv,51,cozily,94056,married,expensive,badminton,104695,urban,no response,0
9352,4RGiCQop,47,active,71054,married,practical,badminton,78310,urban,no response,0
9353,a5UfiDPG,30,healthy,53740,single,expensive,athletics,45889,rural,no response,0
9354,B3J6PPOJ,16,active,91337,single,practical,athletics,85224,urban,no response,0
9355,myqXCDW4,21,active,73800,single,practical,badminton,44042,rural,no response,0
9356,IIxwQOcG,42,healthy,47502,married,practical,unknown,26406,urban,no response,0
9357,OQ5PnHj4,55,cozily,92896,single,expensive,soccer,63981,urban,no response,0
9358,D1NuuZpN,42,cozily,27296,married,practical,badminton,93959,urban,no response,0
9359,kTdoVD21,29,active,62037,married,expensive,badminton,40596,rural,no response,0
9360,zcM5BaWO,41,cozily,96201,married,expensive,unknown,130063,urban,no response,0
9361,D1ULUwGM,45,cozily,58863,single,expensive,soccer,82137,urban,no response,0
9362,W8yhgt63,41,healthy,19202,single,practical,athletics,60225,urban,no response,0
9363,bWCkFoE8,38,healthy,13285,single,expensive,badminton,76643,urban,response,1
9364,iHh79DNG,42,cozily,68953,married,practical,soccer,50847,rural,no response,0
9365,KMviK4sU,48,healthy,92653,married,expensive,soccer,64027,urban,no response,0
9366,0CkqCuPx,45,active,62706,single,expensive,badminton,60100,rural,no response,0
9367,lRq0GbJs,55,healthy,96271,single,expensive,badminton,89183,urban,no response,0
9368,RkfCCZPm,21,healthy,60259,single,expensive,athletics,48727,urban,no response,0
9369,sHJSEAY2,40,active,61626,married,practical,athletics,22341,rural,no response,0
9370,RQSzu9rE,57,healthy,69053,married,practical,unknown,72404,urban,no response,0
9371,h8F9UiWd,30,healthy,76605,married,practical,athletics,97661,urban,no response,0
9372,eAJSQgBK,23,cozily,42322,married,practical,soccer,67061,urban,no response,0
9373,yKhYAdj4,19,active,69076,single,practical,soccer,139701,urban,no response,0
9374,KoQ2h3ym,27,active,21938,single,practical,badminton,70665,rural,no response,0
9375,MHMZ5Joo,23,cozily,43320,married,expensive,unknown,42137,rural,response,1
9376,AKP4Hl2A,34,active,92078,single,expensive,athletics,139972,urban,no response,0
9377,fuO6Xhni,47,healthy,50267,single,practical,athletics,110637,rural,no response,0
9378,3uiKddVH,55,active,34693,married,practical,athletics,32266,rural,no response,0
9379,AITFmaoA,47,cozily,73986,married,practical,soccer,20320,urban,no response,0
9380,ZApgE48G,21,cozily,71334,single,practical,soccer,90950,urban,response,1
9381,Q4M6km57,19,active,80909,married,practical,athletics,22235,rural,no response,0
9382,FzBo9Olr,23,cozily,57785,single,expensive,athletics,97528,urban,no response,0
9383,Xlw9s7Gt,44,active,93331,single,expensive,soccer,121080,urban,no response,0
9384,pPlqdbLo,21,healthy,70828,single,expensive,badminton,57721,rural,no response,0
9385,g4rMH9Oy,55,active,43792,single,practical,athletics,32607,urban,no response,0
9386,3Witux7f,69,active,51058,married,practical,athletics,23491,rural,response,1
9387,zYGzU2tG,62,active,45686,single,practical,badminton,101179,urban,response,1
9388,0wONbori,33,active,48708,single,practical,athletics,128393,rural,no response,0
9389,3O2ea9zW,30,cozily,51037,married,expensive,soccer,62169,urban,no response,0
9390,YXGPlpaH,49,cozily,32853,single,expensive,soccer,62394,urban,no response,0
9391,UqShUa5O,69,active,83768,married,expensive,badminton,111239,urban,no response,0
9392,eenv2xmm,68,active,77405,married,expensive,soccer,41825,urban,response,1
9393,N0lFLz6R,64,active,66352,married,expensive,unknown,104635,urban,response,1
9394,Wt37vaaW,37,cozily,52129,married,practical,badminton,85923,urban,no response,0
9395,N0s71yGY,67,healthy,92516,married,expensive,badminton,20599,urban,response,1
9396,NOmYe9UC,58,healthy,81439,single,practical,badminton,114931,urban,response,1
9397,bEf0sBBB,23,cozily,40040,married,expensive,badminton,50959,urban,no response,0
9398,yY535MYA,45,active,92190,married,expensive,soccer,30810,rural,no response,0
9399,emSGhwpr,65,cozily,96677,married,practical,athletics,149354,urban,response,1
9400,U0YUIlFV,32,healthy,77682,single,expensive,badminton,74380,urban,no response,0
9401,cDc2CDmS,35,cozily,34969,married,expensive,badminton,39608,urban,no response,0
9402,oDaaGxy1,62,active,59150,single,practical,athletics,69883,urban,response,1
9403,bpS8Y9J3,40,cozily,49627,single,practical,unknown,67940,rural,no response,0
